senioridade,idade,horas_trabalho,pct_reunioes,interacoes_noturnas,periodo_sem_ferias,score_satisfacao,burnout_label
Junior,32,36,0.35,7,2,4,0
Pleno,32,51,0.58,6,13,3,1
Pleno,26,41,0.48,1,2,1,0
Junior,33,38,0.2,6,6,1,0
Junior,35,42,0.32,5,7,5,0
Pleno,26,48,0.57,6,16,1,1
Junior,20,42,0.15,11,16,4,1
Pleno,20,45,0.11,2,7,1,0
Senior,26,46,0.11,4,4,2,0
Junior,25,47,0.58,9,6,2,1
Junior,23,40,0.27,0,0,4,0
Junior,37,43,0.22,9,4,5,0
Pleno,29,37,0.11,6,14,5,0
Pleno,31,45,0.11,8,0,5,0
Pleno,35,45,0.45,5,3,2,0
Junior,23,56,0.49,6,7,1,1
Pleno,29,36,0.34,1,12,4,0
Pleno,39,40,0.42,5,7,4,0
Pleno,21,46,0.17,9,14,4,0
Pleno,28,44,0.25,5,1,4,0
Senior,20,59,0.16,6,8,1,1
Pleno,24,46,0.26,3,21,5,0
Senior,22,51,0.22,1,13,5,0
Pleno,25,42,0.27,3,1,5,0
Junior,32,43,0.52,4,11,2,0
Pleno,29,47,0.54,5,35,2,1
Junior,36,44,0.16,5,13,1,0
Junior,34,43,0.49,7,2,5,0
Pleno,28,52,0.19,4,1,2,0
Pleno,20,50,0.19,6,12,1,1
Senior,27,47,0.33,3,1,4,0
Junior,27,41,0.37,7,2,4,0
Senior,25,46,0.57,6,27,4,1
Senior,38,51,0.19,3,15,4,0
Pleno,27,40,0.13,9,5,4,0
Senior,22,47,0.32,0,9,2,0
Junior,32,47,0.14,4,4,5,0
Pleno,28,47,0.55,4,7,5,0
Pleno,20,46,0.44,7,4,1,1
Pleno,41,51,0.27,2,2,3,0
Junior,21,45,0.12,3,1,3,0
Pleno,20,48,0.48,5,3,5,0
Junior,29,44,0.49,6,12,1,1
Senior,27,45,0.46,6,7,1,1
Junior,30,43,0.28,7,36,1,1
Pleno,24,47,0.35,7,18,3,1
Senior,31,56,0.24,4,9,1,1
Senior,33,46,0.13,6,19,4,0
Pleno,32,60,0.27,7,36,2,1
Senior,35,49,0.27,7,10,5,0
Junior,29,43,0.56,7,2,5,0
Junior,21,43,0.11,4,6,5,0
Junior,34,37,0.32,6,23,3,0
Junior,32,41,0.48,4,1,1,0
Junior,28,41,0.17,4,3,2,0
Pleno,31,49,0.19,7,15,4,0
Pleno,21,49,0.59,5,8,2,1
Senior,20,43,0.42,4,4,1,0
Pleno,38,41,0.32,5,16,2,0
Senior,34,39,0.16,2,10,1,0
Pleno,42,51,0.43,4,12,1,1
Pleno,36,48,0.46,2,27,4,0
Senior,30,55,0.2,4,36,4,0
Junior,43,39,0.1,3,1,4,0
Pleno,33,43,0.16,8,18,2,1
Junior,31,40,0.48,3,11,5,0
Junior,31,46,0.48,8,7,2,1
Senior,27,58,0.29,5,7,2,1
Junior,27,41,0.31,6,13,3,0
Junior,29,43,0.51,3,4,3,0
Pleno,30,48,0.37,5,13,1,1
Pleno,20,53,0.52,9,13,5,1
Senior,24,50,0.48,5,22,2,1
Pleno,30,56,0.34,4,8,4,0
Pleno,28,42,0.52,3,1,3,0
Pleno,27,44,0.33,3,16,3,0
Pleno,31,49,0.52,6,10,3,1
Junior,37,39,0.48,4,0,2,0
Pleno,29,49,0.44,3,0,5,0
Pleno,35,42,0.49,0,4,4,0
Junior,33,43,0.14,4,11,2,0
Junior,39,44,0.26,3,18,1,0
Junior,23,42,0.11,2,10,1,0
Pleno,39,43,0.21,6,9,3,0
Senior,42,60,0.32,4,14,3,1
Pleno,21,44,0.46,5,8,1,1
Senior,29,46,0.55,5,3,4,0
Senior,28,42,0.56,7,12,3,1
Pleno,32,44,0.3,2,18,3,0
Pleno,32,53,0.2,7,8,4,0
Junior,38,41,0.54,4,2,4,0
Pleno,36,49,0.36,8,22,4,1
Junior,30,44,0.37,1,1,2,0
Pleno,45,40,0.38,5,1,2,0
Pleno,23,50,0.1,2,1,5,0
Pleno,27,46,0.15,6,8,4,0
Senior,34,42,0.37,4,7,4,0
Senior,28,50,0.56,11,7,5,1
Pleno,32,50,0.52,11,17,2,1
Junior,30,46,0.22,4,1,5,0
Junior,22,50,0.26,6,36,1,1
Senior,29,49,0.17,5,0,5,0
Pleno,26,39,0.23,4,1,3,0
Senior,35,46,0.21,4,2,1,0
Pleno,27,39,0.33,5,11,4,0
Junior,24,49,0.45,7,8,2,1
Pleno,29,41,0.36,5,19,2,0
Pleno,25,44,0.31,6,11,3,0
Pleno,33,49,0.15,6,2,5,0
Senior,29,53,0.57,6,6,2,1
Junior,38,42,0.13,4,2,4,0
Junior,24,44,0.35,8,9,2,1
Senior,27,42,0.25,6,2,5,0
Junior,32,40,0.13,6,23,5,0
Junior,26,46,0.24,4,2,3,0
Senior,27,42,0.41,5,0,5,0
Senior,26,47,0.58,2,1,4,0
Senior,31,42,0.31,6,15,5,0
Junior,39,41,0.23,1,36,3,0
Junior,25,49,0.11,2,19,3,0
Senior,23,46,0.42,4,13,5,0
Pleno,29,40,0.43,5,2,4,0
Junior,33,45,0.42,8,8,1,1
Pleno,22,52,0.41,5,17,1,1
Pleno,33,40,0.25,6,15,1,1
Junior,32,41,0.28,2,6,3,0
Senior,32,52,0.45,7,34,1,1
Pleno,28,45,0.12,8,5,3,0
Pleno,21,39,0.15,3,0,2,0
Junior,20,44,0.39,4,36,3,0
Pleno,24,51,0.4,5,11,1,1
Senior,32,51,0.49,9,7,2,1
Junior,23,40,0.27,2,11,5,0
Pleno,22,42,0.14,4,0,4,0
Junior,32,41,0.25,9,26,3,1
Pleno,31,42,0.34,5,26,1,1
Pleno,28,49,0.18,6,0,4,0
Pleno,20,51,0.45,5,1,3,0
Pleno,30,47,0.14,5,0,3,0
Pleno,39,53,0.57,8,36,1,1
Pleno,32,51,0.57,5,5,1,1
Pleno,20,37,0.36,7,0,3,0
Pleno,25,51,0.27,6,18,1,1
Pleno,35,47,0.34,3,1,4,0
Junior,29,53,0.28,9,8,3,1
Pleno,38,44,0.47,7,0,4,0
Junior,24,44,0.13,2,2,2,0
Pleno,24,47,0.42,3,7,4,0
Junior,20,44,0.44,2,0,3,0
Pleno,32,40,0.51,4,5,5,0
Junior,21,45,0.1,2,6,5,0
Junior,21,45,0.41,2,2,3,0
Junior,20,45,0.11,3,0,4,0
Senior,20,43,0.31,3,1,1,0
Pleno,44,47,0.16,4,2,2,0
Senior,31,53,0.15,5,0,2,0
Junior,38,39,0.46,4,21,2,0
Junior,31,41,0.16,5,36,1,1
Junior,39,40,0.22,6,3,5,0
Junior,20,40,0.48,2,14,3,0
Senior,27,42,0.56,4,4,4,0
Pleno,23,50,0.28,11,5,3,1
Pleno,20,47,0.59,7,6,5,0
Pleno,31,45,0.3,8,3,5,0
Junior,47,46,0.57,7,22,3,1
Pleno,31,43,0.56,5,0,3,0
Junior,20,44,0.58,5,8,4,0
Pleno,34,42,0.54,4,7,2,0
Junior,43,47,0.3,5,19,5,0
Senior,23,54,0.4,6,7,5,0
Junior,32,41,0.42,3,17,2,0
Junior,26,45,0.35,5,19,4,0
Junior,27,42,0.35,4,8,3,0
Junior,47,42,0.18,8,3,3,0
Junior,28,43,0.32,7,13,1,1
Junior,21,56,0.39,6,7,1,1
Pleno,27,48,0.6,8,6,5,1
Pleno,20,42,0.24,5,0,2,0
Junior,40,44,0.42,1,3,4,0
Pleno,28,50,0.22,6,7,5,0
Pleno,31,45,0.2,3,12,2,0
Pleno,29,47,0.49,2,1,5,0
Junior,20,41,0.14,6,8,3,0
Senior,25,51,0.59,6,8,4,1
Pleno,26,49,0.19,3,8,4,0
Pleno,28,49,0.44,2,0,1,0
Junior,38,44,0.22,10,18,2,1
Pleno,44,50,0.32,7,28,4,1
Junior,33,45,0.48,6,5,4,0
Junior,20,44,0.43,3,18,3,0
Pleno,34,46,0.5,6,3,4,0
Pleno,29,42,0.48,7,12,4,0
Pleno,35,42,0.27,6,4,4,0
Pleno,31,43,0.53,7,5,5,0
Pleno,39,49,0.17,5,20,4,0
Pleno,26,45,0.15,3,11,4,0
Pleno,33,44,0.51,10,21,1,1
Pleno,29,47,0.52,9,10,2,1
Junior,36,44,0.43,3,6,3,0
Junior,27,42,0.46,5,16,1,1
Pleno,24,45,0.59,7,0,5,0
Senior,34,46,0.35,3,14,5,0
Pleno,20,40,0.25,8,9,2,1
Senior,27,53,0.45,5,11,3,1
Pleno,34,53,0.38,5,4,1,1
Pleno,33,46,0.18,6,8,4,0
Junior,25,46,0.31,10,15,1,1
Senior,26,53,0.36,4,24,4,0
Junior,42,38,0.35,2,8,3,0
Pleno,22,47,0.17,1,11,4,0
Pleno,29,39,0.15,5,19,5,0
Junior,37,39,0.4,5,3,3,0
Senior,40,50,0.22,4,8,2,0
Pleno,30,43,0.14,6,5,5,0
Junior,39,47,0.19,5,18,1,1
Pleno,28,51,0.33,1,10,3,0
Senior,32,43,0.32,4,2,5,0
Pleno,35,53,0.44,8,23,4,1
Junior,35,46,0.55,5,13,2,1
Junior,24,47,0.22,6,12,2,0
Junior,33,42,0.26,3,9,1,0
Senior,26,55,0.12,8,36,2,1
Senior,20,54,0.2,6,17,2,1
Junior,29,39,0.28,5,9,1,0
Senior,36,44,0.55,3,0,4,0
Pleno,25,42,0.15,5,8,3,0
Senior,35,46,0.42,4,11,3,0
Senior,25,63,0.58,6,21,5,1
Junior,35,40,0.25,7,11,3,0
Senior,26,47,0.15,6,4,5,0
Junior,33,44,0.38,9,21,3,1
Senior,24,57,0.46,5,7,2,1
Pleno,26,42,0.29,5,10,5,0
Senior,37,41,0.23,6,1,2,0
Senior,39,48,0.52,4,17,5,0
Pleno,38,40,0.48,0,2,4,0
Junior,23,45,0.38,4,1,5,0
Junior,33,41,0.54,7,1,5,0
Junior,41,46,0.11,4,1,3,0
Pleno,32,45,0.43,5,23,5,0
Junior,25,40,0.11,4,3,3,0
Junior,26,47,0.6,8,14,2,1
Junior,21,40,0.33,4,1,1,0
Senior,36,51,0.18,3,0,4,0
Junior,35,40,0.36,1,2,3,0
Pleno,27,39,0.32,7,8,4,0
Pleno,34,42,0.14,3,0,4,0
Junior,25,42,0.12,4,3,4,0
Junior,26,41,0.44,4,22,4,0
Pleno,20,44,0.22,3,36,5,0
Junior,27,45,0.51,2,12,3,0
Pleno,22,52,0.55,6,19,3,1
Pleno,30,44,0.18,13,9,1,1
Senior,35,44,0.33,1,2,3,0
Senior,29,54,0.58,6,10,3,1
Senior,43,50,0.24,8,12,2,1
Junior,40,47,0.42,4,36,1,1
Junior,44,42,0.53,9,20,3,1
Junior,31,47,0.15,4,17,4,0
Pleno,30,44,0.32,8,5,5,0
Junior,22,45,0.37,1,1,2,0
Pleno,36,45,0.3,4,0,1,0
Junior,33,42,0.41,7,6,5,0
Pleno,27,38,0.52,6,1,5,0
Senior,27,44,0.47,5,9,2,1
Pleno,20,53,0.17,8,13,3,1
Junior,32,40,0.29,4,18,4,0
Senior,38,50,0.29,8,26,3,1
Junior,27,41,0.29,6,8,1,1
Junior,38,48,0.55,10,10,2,1
Pleno,40,47,0.38,4,13,3,0
Junior,39,47,0.47,10,6,2,1
Pleno,37,47,0.45,5,17,5,0
Senior,24,46,0.55,6,3,4,0
Pleno,22,54,0.24,9,12,2,1
Junior,31,42,0.37,9,5,4,0
Pleno,32,50,0.33,7,16,1,1
Senior,28,51,0.14,3,0,1,0
Senior,27,42,0.37,7,15,2,1
Pleno,37,47,0.18,8,4,4,0
Pleno,22,43,0.13,3,4,3,0
Junior,30,41,0.32,4,3,4,0
Pleno,26,41,0.47,6,7,5,0
Pleno,35,44,0.14,3,6,1,0
Pleno,23,50,0.51,4,7,3,0
Pleno,27,48,0.42,3,5,5,0
Senior,25,48,0.18,4,2,4,0
Junior,29,42,0.39,5,11,2,0
Junior,30,37,0.26,4,4,4,0
Senior,41,49,0.38,3,12,3,0
Senior,22,55,0.53,8,8,5,1
Junior,32,46,0.24,8,5,2,1
Junior,20,42,0.5,11,20,3,1
Junior,37,40,0.4,8,36,2,1
Junior,36,41,0.46,6,5,1,1
Pleno,26,45,0.32,6,23,5,0
Pleno,32,39,0.49,4,0,1,0
Senior,26,43,0.13,7,36,2,1
Pleno,27,50,0.43,5,36,4,0
Senior,23,41,0.55,5,6,3,0
Junior,38,41,0.58,4,0,5,0
Senior,21,52,0.57,6,5,2,1
Junior,28,41,0.54,6,4,4,0
Junior,28,42,0.56,2,8,1,0
Junior,27,43,0.38,5,26,1,1
Junior,28,38,0.19,3,12,2,0
Junior,32,40,0.45,4,5,5,0
Pleno,28,48,0.59,5,6,5,0
Pleno,21,46,0.42,3,13,5,0
Senior,27,49,0.14,5,0,3,0
Pleno,28,44,0.29,3,9,5,0
Senior,27,42,0.1,2,0,3,0
Pleno,34,51,0.55,4,11,5,0
Junior,31,42,0.57,8,12,2,1
Junior,37,46,0.15,4,18,3,0
Junior,20,42,0.54,4,10,3,0
Pleno,32,52,0.44,5,36,2,1
Junior,36,45,0.15,13,12,4,1
Senior,32,52,0.42,8,12,2,1
Junior,39,50,0.35,1,4,1,0
Pleno,31,53,0.52,5,8,1,1
Pleno,33,42,0.53,6,3,3,0
Pleno,29,42,0.12,3,29,3,0
Pleno,32,43,0.39,7,19,2,1
Pleno,28,47,0.54,5,36,3,1
Senior,27,44,0.14,5,27,5,0
Junior,34,41,0.58,2,1,3,0
Junior,28,46,0.31,10,36,4,1
Senior,20,54,0.11,3,4,4,0
Senior,38,45,0.49,2,3,1,0
Junior,22,44,0.13,5,10,2,0
Senior,28,48,0.38,3,13,3,0
Junior,32,51,0.34,2,29,2,0
Junior,31,49,0.47,2,8,5,0
Junior,39,41,0.13,5,4,2,0
Pleno,29,42,0.48,5,7,5,0
Senior,35,45,0.43,7,12,2,1
Senior,31,45,0.51,2,3,1,0
Pleno,35,44,0.6,3,1,4,0
Pleno,27,46,0.54,3,3,3,0
Pleno,21,49,0.57,6,10,1,1
Pleno,37,47,0.12,5,14,5,0
Senior,34,43,0.5,6,0,5,0
Junior,35,37,0.47,7,2,3,0
Junior,30,48,0.25,6,12,4,0
Junior,35,40,0.59,3,8,2,0
Junior,25,42,0.21,7,9,1,1
Junior,26,48,0.26,6,16,2,1
Pleno,30,43,0.35,5,12,4,0
Junior,27,44,0.48,3,4,2,0
Pleno,24,40,0.28,3,3,1,0
Junior,25,47,0.46,5,17,3,0
Pleno,26,41,0.45,4,9,2,0
Pleno,20,39,0.15,4,5,2,0
Senior,43,53,0.23,7,9,3,1
Pleno,20,41,0.43,3,0,1,0
Pleno,24,51,0.12,4,2,3,0
Junior,34,39,0.17,4,5,4,0
Junior,25,40,0.18,7,4,3,0
Junior,28,40,0.13,5,4,2,0
Pleno,37,44,0.19,5,11,2,0
Pleno,34,43,0.3,3,16,2,0
Senior,33,61,0.16,9,28,2,1
Senior,28,59,0.59,3,4,1,1
Junior,30,44,0.13,6,0,1,0
Senior,25,50,0.43,3,7,2,0
Pleno,33,48,0.49,3,0,2,0
Junior,23,41,0.38,4,18,1,0
Senior,35,50,0.29,4,3,4,0
Pleno,37,38,0.27,7,16,3,0
Senior,27,56,0.12,6,5,2,1
Pleno,26,41,0.28,5,0,2,0
Pleno,35,47,0.3,5,1,3,0
Pleno,29,43,0.34,8,25,3,1
Senior,41,44,0.17,6,15,3,0
Junior,29,41,0.52,3,0,1,0
Senior,29,62,0.51,8,15,4,1
Pleno,29,37,0.25,4,10,5,0
Junior,31,40,0.55,3,16,2,0
Junior,30,42,0.23,7,12,1,1
Junior,20,35,0.53,2,0,5,0
Senior,26,58,0.41,5,26,1,1
Junior,38,39,0.29,2,16,3,0
Pleno,20,49,0.33,5,3,5,0
Senior,28,45,0.29,4,3,5,0
Senior,28,49,0.42,7,33,1,1
Pleno,30,41,0.41,4,1,2,0
Pleno,32,49,0.47,10,5,5,1
Junior,26,45,0.35,11,25,1,1
Junior,30,43,0.34,4,0,3,0
Pleno,20,48,0.13,0,14,5,0
Junior,38,40,0.42,4,12,2,0
Pleno,26,47,0.27,4,13,5,0
Junior,32,49,0.56,7,9,2,1
Junior,20,41,0.31,2,10,3,0
Junior,24,38,0.29,6,11,4,0
Pleno,31,48,0.19,3,15,5,0
Junior,31,47,0.38,3,2,5,0
Junior,35,47,0.41,2,5,2,0
Senior,32,49,0.37,6,8,2,1
Junior,28,43,0.56,4,3,3,0
Senior,35,51,0.21,3,6,4,0
Junior,35,48,0.23,9,31,3,1
Pleno,33,45,0.35,6,6,1,1
Junior,30,38,0.39,5,9,3,0
Pleno,28,43,0.27,6,35,5,0
Senior,23,49,0.53,4,3,2,1
Pleno,44,40,0.55,6,18,5,0
Pleno,35,47,0.22,4,5,1,0
Junior,33,42,0.14,9,11,5,0
Pleno,24,45,0.11,4,26,4,0
Pleno,32,36,0.26,6,1,2,0
Pleno,28,40,0.49,5,10,5,0
Senior,22,48,0.28,1,6,2,0
Junior,32,51,0.33,7,9,2,1
Pleno,30,49,0.18,6,11,1,1
Senior,31,45,0.59,6,2,4,0
Junior,29,49,0.56,5,12,1,1
Junior,34,39,0.42,4,9,3,0
Junior,32,53,0.58,6,28,2,1
Pleno,20,51,0.55,5,14,2,1
Senior,28,55,0.54,5,10,1,1
Pleno,33,49,0.4,5,21,1,1
Junior,25,49,0.55,6,3,4,0
Junior,20,53,0.28,7,4,1,1
Senior,28,53,0.54,2,11,4,0
Junior,33,50,0.43,6,22,2,1
Senior,26,47,0.28,5,6,1,1
Junior,20,40,0.28,3,7,5,0
Junior,33,37,0.34,5,21,3,0
Pleno,39,40,0.36,5,0,2,0
Junior,25,44,0.24,11,21,5,1
Pleno,30,53,0.51,7,29,2,1
Pleno,36,41,0.39,5,12,4,0
Pleno,30,44,0.24,4,2,2,0
Pleno,24,46,0.19,10,14,4,1
Junior,34,46,0.46,5,36,2,1
Junior,26,37,0.35,4,36,2,0
Pleno,36,44,0.21,4,2,2,0
Junior,30,37,0.31,8,4,5,0
Junior,26,41,0.32,5,8,4,0
Junior,31,48,0.5,9,8,5,1
Pleno,28,54,0.13,2,7,1,0
Pleno,30,48,0.47,6,12,2,1
Junior,36,48,0.2,6,5,1,1
Senior,20,59,0.29,7,32,5,1
Junior,34,43,0.37,9,19,5,0
Junior,30,41,0.59,3,4,4,0
Pleno,29,47,0.17,10,8,1,1
Pleno,28,37,0.45,4,9,3,0
Junior,29,41,0.45,2,26,2,0
Junior,25,41,0.31,6,1,2,0
Junior,32,43,0.14,5,15,4,0
Junior,23,43,0.38,5,3,3,0
Junior,31,42,0.32,7,23,1,1
Pleno,27,35,0.14,4,18,1,0
Senior,31,50,0.57,4,7,4,0
Junior,33,45,0.36,9,6,1,1
Junior,32,37,0.13,6,0,3,0
Pleno,28,50,0.19,2,3,1,0
Pleno,20,48,0.51,8,23,4,1
Junior,39,39,0.17,4,4,4,0
Pleno,28,47,0.24,2,4,3,0
Senior,29,50,0.28,6,0,4,0
Pleno,36,41,0.39,5,11,1,1
Junior,20,41,0.49,3,30,2,0
Pleno,20,37,0.16,2,0,4,0
Senior,30,52,0.42,7,9,1,1
Senior,29,44,0.58,5,17,5,0
Junior,32,44,0.39,4,27,2,0
Pleno,36,41,0.31,5,8,4,0
Junior,27,48,0.28,5,0,5,0
Junior,26,48,0.5,5,8,2,1
Junior,33,49,0.34,1,3,2,0
Junior,40,43,0.6,4,2,5,0
Pleno,32,43,0.5,6,3,4,0
Junior,25,40,0.23,5,11,1,0
Junior,34,43,0.23,7,1,5,0
Pleno,31,38,0.43,2,0,3,0
Pleno,29,40,0.51,5,18,5,0
Pleno,20,50,0.35,5,0,4,0
Pleno,24,50,0.12,7,20,4,0
Pleno,25,45,0.4,6,10,2,1
Junior,33,57,0.46,6,23,4,1
Senior,27,38,0.36,4,11,4,0
Junior,25,37,0.4,6,12,2,0
Junior,24,39,0.4,4,0,2,0
Pleno,31,46,0.14,4,3,2,0
Pleno,30,49,0.23,8,7,3,1
Junior,31,41,0.27,5,9,4,0
Pleno,29,42,0.51,5,6,5,0
Pleno,36,43,0.22,2,19,4,0
Senior,21,49,0.46,4,2,4,0
Pleno,30,49,0.3,7,22,1,1
Senior,31,54,0.17,6,36,3,1
Junior,28,43,0.17,1,26,5,0
Junior,33,51,0.58,12,13,4,1
Senior,30,46,0.37,6,1,3,0
Junior,28,42,0.22,8,0,4,0
Pleno,43,47,0.42,5,7,4,0
Junior,29,43,0.57,2,20,1,0
Pleno,30,40,0.17,2,27,5,0
Pleno,30,47,0.42,4,9,3,0
Junior,21,44,0.48,6,36,2,1
Pleno,26,46,0.11,7,3,5,0
Pleno,28,39,0.47,5,3,2,0
Junior,30,44,0.16,7,4,3,0
Senior,36,45,0.18,9,20,1,1
Pleno,24,48,0.58,0,5,1,0
Pleno,30,39,0.37,4,1,3,0
Pleno,31,43,0.41,4,2,3,0
Junior,28,42,0.19,7,5,3,0
Senior,33,46,0.14,2,17,4,0
Pleno,26,51,0.15,4,12,5,0
Senior,20,45,0.43,4,11,3,0
Junior,24,47,0.48,4,5,1,1
Pleno,20,47,0.35,6,2,3,0
Senior,35,43,0.23,8,15,2,1
Senior,30,44,0.54,4,7,3,0
Junior,29,40,0.36,7,8,3,0
Junior,26,52,0.11,7,10,4,0
Pleno,27,46,0.31,3,1,3,0
Junior,44,43,0.45,6,7,1,1
Senior,34,51,0.11,2,4,1,0
Junior,36,40,0.46,7,14,5,0
Junior,30,44,0.38,5,8,1,1
Senior,28,45,0.33,2,14,2,0
Pleno,31,39,0.19,7,15,2,0
Pleno,27,51,0.4,5,12,2,1
Pleno,27,48,0.39,8,4,2,1
Senior,35,46,0.13,0,26,2,0
Senior,20,40,0.17,2,3,3,0
Pleno,30,40,0.15,5,8,4,0
Junior,29,42,0.14,9,8,2,1
Junior,32,50,0.17,6,12,1,1
Senior,22,47,0.3,2,1,3,0
Pleno,23,46,0.6,6,5,5,0
Junior,32,48,0.21,5,5,5,0
Junior,39,41,0.1,7,1,5,0
Pleno,22,48,0.53,5,6,2,1
Pleno,33,44,0.26,2,6,3,0
Junior,46,46,0.39,5,13,1,1
Pleno,24,52,0.25,13,8,5,1
Junior,40,47,0.59,6,9,2,1
Pleno,31,46,0.18,3,3,2,0
Pleno,29,44,0.58,6,9,5,0
Junior,38,39,0.44,5,3,5,0
Senior,35,51,0.33,6,36,3,1
Senior,20,51,0.25,2,1,4,0
Pleno,27,50,0.25,5,5,3,0
Junior,22,44,0.2,5,19,3,0
Pleno,29,39,0.59,5,9,5,0
Senior,34,53,0.49,3,20,1,1
Junior,42,43,0.37,5,33,2,1
Pleno,20,44,0.55,6,6,3,1
Pleno,39,43,0.12,2,5,5,0
Pleno,28,40,0.5,4,21,5,0
Pleno,27,40,0.11,4,4,2,0
Junior,37,46,0.16,1,6,3,0
Junior,31,43,0.17,5,1,2,0
Junior,33,43,0.13,5,10,3,0
Junior,31,40,0.5,1,1,2,0
Senior,25,47,0.57,5,12,5,0
Junior,29,42,0.19,1,4,2,0
Senior,35,45,0.58,5,13,1,1
Junior,23,41,0.12,5,10,2,0
Pleno,20,46,0.12,7,6,3,0
Senior,25,53,0.49,8,8,2,1
Pleno,27,42,0.13,5,15,5,0
Junior,27,40,0.45,5,2,3,0
Junior,32,35,0.19,3,9,4,0
Junior,37,43,0.41,8,25,5,0
Senior,25,49,0.49,4,3,4,0
Pleno,20,40,0.39,6,13,4,0
Junior,37,45,0.16,5,13,2,0
Pleno,26,40,0.12,4,36,4,0
Pleno,24,40,0.33,7,24,3,0
Senior,32,43,0.58,4,7,4,0
Pleno,34,42,0.14,2,0,1,0
Pleno,39,44,0.14,5,5,3,0
Pleno,32,45,0.48,2,17,4,0
Junior,38,40,0.53,2,5,2,0
Junior,28,38,0.22,4,5,3,0
Pleno,23,44,0.25,6,18,1,1
Junior,20,42,0.4,6,5,3,0
Junior,28,46,0.2,6,11,3,0
Junior,36,45,0.3,3,7,1,0
Junior,41,44,0.39,4,0,4,0
Junior,20,41,0.15,6,10,1,0
Pleno,22,45,0.35,3,3,5,0
Junior,32,46,0.24,11,7,1,1
Pleno,34,44,0.45,4,18,3,0
Pleno,28,58,0.31,6,11,3,1
Senior,20,51,0.56,5,9,1,1
Pleno,27,51,0.51,7,14,4,1
Senior,20,46,0.22,4,11,5,0
Junior,34,43,0.27,2,8,4,0
Junior,40,36,0.19,3,36,5,0
Junior,20,47,0.2,2,6,3,0
Senior,20,51,0.14,5,26,3,0
Pleno,20,42,0.35,3,6,3,0
Junior,34,38,0.24,2,23,3,0
Pleno,33,42,0.37,4,3,1,0
Pleno,24,45,0.36,0,35,2,0
Junior,29,42,0.27,6,27,1,1
Junior,34,46,0.25,0,3,4,0
Pleno,28,47,0.19,3,9,1,0
Pleno,21,44,0.13,10,20,5,0
Pleno,27,49,0.6,2,2,4,0
Senior,39,49,0.47,5,2,3,0
Pleno,38,40,0.55,4,11,4,0
Junior,30,44,0.5,5,8,5,0
Junior,32,43,0.42,7,16,4,0
Pleno,31,40,0.45,2,1,5,0
Junior,20,45,0.49,9,6,1,1
Pleno,33,45,0.1,4,2,4,0
Junior,31,39,0.13,2,18,5,0
Junior,31,40,0.56,3,1,2,0
Senior,20,48,0.16,7,0,3,0
Pleno,27,42,0.39,3,20,3,0
Pleno,27,44,0.53,2,20,1,0
Junior,31,39,0.32,6,18,4,0
Pleno,35,46,0.16,4,1,3,0
Junior,25,39,0.16,4,17,1,0
Junior,24,44,0.19,6,12,3,0
Junior,44,50,0.35,4,4,2,0
Junior,28,49,0.53,2,10,4,0
Pleno,21,49,0.32,5,0,2,0
Pleno,41,53,0.45,5,1,5,0
Pleno,24,51,0.3,11,10,1,1
Pleno,31,42,0.25,4,4,5,0
Pleno,25,44,0.53,3,2,3,0
Senior,40,46,0.56,2,20,4,0
Junior,40,42,0.17,5,4,5,0
Junior,25,41,0.53,3,0,4,0
Junior,31,42,0.59,2,3,2,0
Senior,23,52,0.36,1,11,1,0
Senior,20,47,0.4,7,7,5,0
Senior,37,46,0.24,5,1,5,0
Junior,26,45,0.5,3,26,2,0
Junior,32,38,0.1,5,0,2,0
Junior,26,43,0.53,5,10,5,0
Pleno,37,47,0.4,4,7,3,0
Junior,40,51,0.58,9,10,4,1
Pleno,40,55,0.55,6,27,1,1
Pleno,37,45,0.15,4,14,3,0
Pleno,41,49,0.44,5,7,5,0
Junior,35,36,0.4,3,3,5,0
Pleno,34,41,0.13,5,7,4,0
Senior,31,42,0.51,2,3,2,0
Junior,31,42,0.28,1,7,1,0
Junior,28,39,0.5,5,18,3,0
Senior,25,51,0.46,6,19,3,1
Pleno,36,43,0.34,4,36,1,1
Senior,36,52,0.5,3,10,1,1
Pleno,31,45,0.48,8,7,3,1
Pleno,40,50,0.24,6,9,5,0
Pleno,28,41,0.57,2,5,5,0
Junior,32,37,0.12,6,19,4,0
Pleno,29,54,0.13,4,25,1,1
Pleno,29,50,0.22,6,8,1,1
Junior,27,40,0.43,5,19,2,0
Pleno,30,37,0.55,4,1,5,0
Junior,26,44,0.31,7,36,1,1
Junior,28,47,0.48,3,15,5,0
Pleno,32,37,0.14,7,8,5,0
Senior,37,58,0.54,5,11,4,1
Senior,27,64,0.12,9,8,2,1
Junior,32,37,0.47,2,20,3,0
Pleno,35,52,0.6,5,5,2,1
Pleno,33,36,0.38,8,0,3,0
Junior,20,39,0.42,5,2,5,0
Junior,32,43,0.3,6,2,5,0
Pleno,29,49,0.49,3,3,4,0
Senior,27,49,0.14,4,13,1,0
Senior,36,51,0.1,3,1,5,0
Junior,38,44,0.38,8,8,1,1
Pleno,28,44,0.13,7,2,5,0
Junior,39,52,0.34,8,16,2,1
Pleno,28,48,0.38,5,11,4,0
Junior,32,42,0.52,2,21,4,0
Junior,31,39,0.51,6,0,5,0
Pleno,38,46,0.56,6,20,2,1
